"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCSK2",1.10039776210395e-150,1.6444219860437,0.995,0.51,2.85553219265975e-146,"0","PCSK2"
"VGF",2.863215960162e-148,1.88318970258581,0.974,0.367,7.43004541662038e-144,"0","VGF"
"CFC1",3.21465072666141e-139,1.96201579925325,0.986,0.523,8.34201863568637e-135,"0","CFC1"
"TM4SF4",7.44370002124379e-139,1.60195978387135,0.997,0.491,1.93164015551276e-134,"0","TM4SF4"
"CLU",1.9873628463473e-138,1.43199848735979,1,0.69,5.15720658627124e-134,"0","CLU"
"CRYBA2",2.42977851967661e-137,1.55462581712195,0.937,0.259,6.30527525856081e-133,"0","CRYBA2"
"CD99",2.03503642087975e-135,1.39910274423459,0.998,0.69,5.28091951218294e-131,"0","CD99"
"TMEM176A",1.05098924414331e-128,1.4105317140617,0.981,0.419,2.72731708855188e-124,"0","TMEM176A"
"TMEM176B",1.61307483904199e-128,1.41569987882517,0.988,0.45,4.18592920731396e-124,"0","TMEM176B"
"GC",7.23588771524417e-128,1.30848954440294,0.875,0.201,1.87771286210586e-123,"0","GC"
"SLC22A17",1.57331372216963e-120,1.291557462311,0.939,0.335,4.08274910903018e-116,"0","SLC22A17"
"IRX2",2.37302638455541e-119,1.18355032584996,0.794,0.159,6.1580034679213e-115,"0","IRX2"
"SLC7A2",1.85232157310447e-118,1.28867652683915,0.948,0.345,4.80677448220611e-114,"0","SLC7A2"
"ELAPOR1",1.02665764463276e-117,1.30991593825167,0.976,0.484,2.664176587822e-113,"0","ELAPOR1"
"TTR",3.75153170567365e-116,1.41067382676303,1,0.883,9.73522477622313e-112,"0","TTR"
"LOXL4",5.85151084175369e-115,2.0285517158738,0.634,0.102,1.51846706343508e-110,"0","LOXL4"
"PAPPA2",3.0305546274718e-111,1.34876032506311,0.618,0.09,7.86428925828933e-107,"0","PAPPA2"
"SLC7A8",4.72374481826111e-110,1.20624492958404,0.885,0.269,1.22581178033876e-105,"0","SLC7A8"
"FXYD3",6.88785341874631e-109,1.27115928116722,0.833,0.247,1.78739796216467e-104,"0","FXYD3"
"SPINT2",6.95792929529929e-107,1.05013950853937,0.998,0.688,1.80558265213017e-102,"0","SPINT2"
"F10",9.64049024761645e-100,1.01674072398893,0.622,0.101,2.50170721925647e-95,"0","F10"
"MALAT1",1.2401412007921e-98,0.929891963404159,0.998,0.87,3.2181664160555e-94,"0","MALAT1"
"CHGB",3.55918186717962e-98,1.31833798411159,1,0.582,9.23607694533112e-94,"0","CHGB"
"ALDH1A1",3.51545656462529e-96,1.22009392257869,0.974,0.5,9.12260978520262e-92,"0","ALDH1A1"
"MAFB",4.7233396442881e-95,1.15246478737403,0.955,0.399,1.22570663769276e-90,"0","MAFB"
"GCG",2.94131820140137e-94,1.08320856089867,1,0.95,7.63272073263656e-90,"0","GCG"
"ARFGEF3",9.52994512188367e-94,1.0868126015372,0.918,0.349,2.47302075912881e-89,"0","ARFGEF3"
"PTPRN2",1.02811784505157e-93,1.02681588253209,0.854,0.274,2.66796580790883e-89,"0","PTPRN2"
"APLP1",3.08892171602235e-93,1.06195999002815,0.822,0.262,8.01575185307801e-89,"0","APLP1"
"GPX3",4.6874539819339e-93,1.15316093949124,0.97,0.523,1.21639430831185e-88,"0","GPX3"
"CHGA",5.53678219156578e-92,1.14867354787587,1,0.649,1.43679497871132e-87,"0","CHGA"
"SLC29A4",3.14269462533786e-90,1.01393982905212,0.889,0.347,8.15529255275175e-86,"0","SLC29A4"
"FXYD5",5.09461554630262e-89,1.26202890613687,0.772,0.263,1.32205273426553e-84,"0","FXYD5"
"FEV",5.09696370958922e-89,1.04190681367589,0.737,0.182,1.3226620826384e-84,"0","FEV"
"SEZ6L2",8.5380078908574e-89,1.02121791459503,0.929,0.406,2.21561304767749e-84,"0","SEZ6L2"
"PLCE1",1.62595884465668e-87,1.28104667463902,0.669,0.187,4.21936320188407e-83,"0","PLCE1"
"C5orf38",3.38184439164329e-87,0.913194823410866,0.545,0.082,8.77588619631433e-83,"0","C5orf38"
"SLC30A8",1.35557194553661e-86,1.03022645262936,0.908,0.32,3.5177091986675e-82,"0","SLC30A8"
"SCG5",3.49878057939323e-86,1.06429007149523,0.993,0.553,9.07933560352543e-82,"0","SCG5"
"KIF12",1.63178949794975e-83,0.855112083297561,0.659,0.162,4.23449374717959e-79,"0","KIF12"
"EGFL7",1.92570496790747e-82,0.794494033207024,0.662,0.154,4.99720439171989e-78,"0","EGFL7"
"WFS1",2.72347329932293e-82,0.829251756786341,0.653,0.156,7.06741321174301e-78,"0","WFS1"
"CD82",4.97329693989299e-82,0.912207423217857,0.925,0.432,1.29057055590223e-77,"0","CD82"
"SMIM24",6.83399437768018e-82,0.942132465515251,0.782,0.248,1.77342154100801e-77,"0","SMIM24"
"PEMT",2.79510519787754e-81,0.990699097473783,0.974,0.468,7.25329798849221e-77,"0","PEMT"
"GLS",7.3888036320976e-81,0.936897288096477,0.819,0.294,1.91739454252933e-76,"0","GLS"
"RGS4",1.21290609228039e-80,1.05878862323092,0.69,0.187,3.14749130946761e-76,"0","RGS4"
"RNASEK-C17orf49",9.75908506463786e-80,1.07653212698319,0.99,0.842,2.53248257427352e-75,"0","RNASEK-C17orf49"
"TSPAN7",1.55717913855663e-79,0.812045033476177,0.681,0.172,4.04087986455444e-75,"0","TSPAN7"
"COTL1",1.85294726136681e-78,0.924260993920682,0.777,0.268,4.80839814324688e-74,"0","COTL1"
"CACNA2D2",3.62753733260784e-77,0.8869893789031,0.566,0.116,9.41345937811735e-73,"0","CACNA2D2"
"TUSC3",1.05159058518041e-76,0.889535637482212,0.855,0.353,2.72887756854317e-72,"0","TUSC3"
"CST3",5.12345939284302e-76,0.807795811657196,0.991,0.734,1.32953771244276e-71,"0","CST3"
"AGT",5.15513675769925e-76,1.53988274573203,0.695,0.224,1.33775798862295e-71,"0","AGT"
"ARX",5.72715089782224e-76,0.709218688131535,0.643,0.145,1.48619565798487e-71,"0","ARX"
"SLC37A4",1.6496659577176e-74,0.742074694749337,0.615,0.154,4.28088316027718e-70,"0","SLC37A4"
"PAPSS2",4.87166053520298e-74,0.86222968926478,0.784,0.274,1.26419590888517e-69,"0","PAPSS2"
"ELL2",9.45422217103399e-72,0.749321086319363,0.704,0.229,2.45337065338332e-67,"0","ELL2"
"FXYD6",1.43982173229356e-71,0.731343692337402,0.857,0.322,3.73633739530179e-67,"0","FXYD6"
"VSTM2L",1.57345051645123e-71,0.724897783236984,0.451,0.068,4.08310409019094e-67,"0","VSTM2L"
"C2CD4B",1.59284998807807e-71,1.14476941538711,0.678,0.212,4.13344571906259e-67,"0","C2CD4B"
"KCNJ6",2.63293997629936e-71,0.690745123824928,0.493,0.089,6.83247923849684e-67,"0","KCNJ6"
"PDE3B",5.01192477251705e-71,0.766602208630591,0.449,0.071,1.30059447846817e-66,"0","PDE3B"
"SCG3",7.34207183096896e-71,0.71203906976036,0.828,0.275,1.90526764013645e-66,"0","SCG3"
"CD99L2",1.73846984701403e-70,0.827645404425412,0.535,0.117,4.51132925300141e-66,"0","CD99L2"
"NEURL1",2.46843962892562e-70,0.766602592394542,0.768,0.247,6.40560083706198e-66,"0","NEURL1"
"SCG2",6.09629387615042e-70,0.924466027133003,0.956,0.502,1.58198826086103e-65,"0","SCG2"
"HLA-A",6.47606790839697e-70,0.637545081671376,1,0.905,1.68053962222901e-65,"0","HLA-A"
"KCNMB2",1.56431881952726e-69,0.581158544844307,0.526,0.108,4.05940733667325e-65,"0","KCNMB2"
"EMC10",2.50919272498626e-69,0.831773638656224,0.958,0.567,6.51135512133934e-65,"0","EMC10"
"FAR2P2",2.53007893124842e-69,0.68238940809454,0.514,0.101,6.56555482658966e-65,"0","FAR2P2"
"LRPAP1",3.35522954827368e-69,0.840549044358193,0.901,0.456,8.70682067777019e-65,"0","LRPAP1"
"SLC38A4",5.70076048738988e-69,0.764520157701021,0.385,0.044,1.47934734647767e-64,"0","SLC38A4"
"PTPRN",6.81239488548019e-68,0.861740150239051,0.969,0.478,1.76781647278211e-63,"0","PTPRN"
"SMOC1",1.16245873493666e-67,0.898619624735799,0.561,0.134,3.01658041716062e-63,"0","SMOC1"
"PTPRS",3.36704610244441e-67,1.00318944850381,0.429,0.064,8.73748463584325e-63,"0","PTPRS"
"PLD3",6.63645984766355e-67,0.744579484091797,0.937,0.513,1.72216133046869e-62,"0","PLD3"
"G6PC2",2.7196524126872e-66,0.819187304782593,0.768,0.262,7.05749801092329e-62,"0","G6PC2"
"ZNF331",5.33929856502959e-65,1.29337639272059,0.561,0.159,1.38554797762518e-60,"0","ZNF331"
"FAP",8.82017759083984e-64,0.670253322394354,0.523,0.119,2.28883608482294e-59,"0","FAP"
"PLIN3",1.07918167283521e-63,0.738131101168874,0.8,0.34,2.80047644100738e-59,"0","PLIN3"
"UCN3",1.19364148017047e-63,0.654323931436425,0.707,0.222,3.09749964104237e-59,"0","UCN3"
"PPP1R1A",2.78228832579759e-63,0.703616589091676,0.972,0.485,7.22003820544476e-59,"0","PPP1R1A"
"KCNK16",4.40521564799832e-63,0.773585256027774,0.559,0.139,1.14315346065556e-58,"0","KCNK16"
"SPECC1L-ADORA2A",4.47942598746795e-63,0.442348882833245,0.422,0.071,1.16241104374793e-58,"0","SPECC1L-ADORA2A"
"BSG",7.00441559044463e-63,0.747572317139904,0.955,0.612,1.81764584572038e-58,"0","BSG"
"C2CD4A",1.4031700735016e-62,0.813999081235525,0.54,0.135,3.64122634073666e-58,"0","C2CD4A"
"PIGT",1.14418779853709e-61,0.809573333691912,0.774,0.345,2.96916733720376e-57,"0","PIGT"
"CPLX2",1.3637105552661e-61,0.652867328474208,0.589,0.154,3.53882889091553e-57,"0","CPLX2"
"GCH1",3.48460331372602e-61,0.69172542838992,0.69,0.22,9.04254559911901e-57,"0","GCH1"
"DPP4",5.44726391456154e-61,0.634475707760784,0.35,0.041,1.41356498582872e-56,"0","DPP4"
"CNTN1",2.73070577216034e-60,0.596617125253478,0.448,0.087,7.08618147875608e-56,"0","CNTN1"
"ADORA2A",3.46634756845841e-60,0.390852003588171,0.389,0.06,8.99517194014958e-56,"0","ADORA2A"
"CAMK2G",2.9915384052629e-59,0.809122677351375,0.58,0.182,7.76304216165721e-55,"0","CAMK2G"
"NUCB1",3.41401486520183e-59,0.780938912390737,0.859,0.445,8.85936857519875e-55,"0","NUCB1"
"ABHD15",6.87838245039134e-59,0.699768704667845,0.446,0.095,1.78494024587655e-54,"0","ABHD15"
"NPDC1",1.66952137345368e-58,0.70352210202861,0.902,0.446,4.3324079641123e-54,"0","NPDC1"
"CPE",1.73720117390302e-58,0.864555613254455,0.986,0.618,4.50803704627834e-54,"0","CPE"
"CDK5R2",2.43299008427804e-58,0.604819258066898,0.578,0.158,6.31360926870152e-54,"0","CDK5R2"
"ADCY1",2.69033116222076e-58,0.714400277619851,0.423,0.083,6.98140936596287e-54,"0","ADCY1"
"FRRS1L",6.78176041311921e-58,0.659350185186306,0.486,0.118,1.75986682720443e-53,"0","FRRS1L"
"TMEM9",1.87200408521257e-57,0.782324346888962,0.721,0.297,4.85785060112661e-53,"0","TMEM9"
"BCAM",2.31777383900161e-57,0.743266920176462,0.601,0.194,6.01462311220918e-53,"0","BCAM"
"GNG4",3.07539865825246e-57,0.596380239919531,0.681,0.216,7.98065951816512e-53,"0","GNG4"
"NAA20",3.82174962201696e-57,0.589956637639199,0.711,0.257,9.91744026913401e-53,"0","NAA20"
"BTG2",2.22518879230529e-56,0.845964443370088,0.89,0.45,5.77436491603222e-52,"0","BTG2"
"NENF",3.5700059923302e-56,0.675636705059926,0.887,0.47,9.26416555009688e-52,"0","NENF"
"SLC6A19",6.08666933139121e-56,0.648684199325738,0.301,0.03,1.57949069149602e-51,"0","SLC6A19"
"C4orf48",6.30089128393646e-56,0.66646331872315,0.772,0.329,1.63508128818151e-51,"0","C4orf48"
"LDLRAP1",1.51978063193679e-55,0.634312214309883,0.706,0.264,3.94383073987597e-51,"0","LDLRAP1"
"PTPRT",2.06711433536536e-55,0.544209412403212,0.308,0.033,5.36416170027311e-51,"0","PTPRT"
"LRP11",5.05227534507437e-55,0.515056509011772,0.455,0.109,1.3110654520468e-50,"0","LRP11"
"SYP",6.3757620298634e-55,0.566045338897543,0.57,0.162,1.65451024674955e-50,"0","SYP"
"ATP6AP1",8.02290908550925e-55,0.681349339641927,0.892,0.483,2.08194490768965e-50,"0","ATP6AP1"
"AC099509.1",8.49091657424851e-55,0.593548194318239,0.343,0.049,2.20339285101749e-50,"0","AC099509.1"
"CACNA1A",1.42592579207641e-54,0.633225243220375,0.713,0.279,3.70027743043827e-50,"0","CACNA1A"
"DPP6",1.83603918329034e-54,0.569299419287046,0.507,0.13,4.76452168063844e-50,"0","DPP6"
"PCSK1N",2.29864234441602e-54,0.751762907225644,1,0.664,5.96497688375957e-50,"0","PCSK1N"
"RAB3B",3.26060648190266e-54,0.5706299006233,0.787,0.303,8.4612738205374e-50,"0","RAB3B"
"CHID1",8.72243451200804e-54,0.709961710742949,0.632,0.241,2.26347175586609e-49,"0","CHID1"
"KCTD12",1.06100378349321e-53,0.642654650524916,0.449,0.105,2.75330481816488e-49,"0","KCTD12"
"QPCT",1.28404081554424e-53,0.664230142068355,0.571,0.172,3.3320859163373e-49,"0","QPCT"
"SLC8A2",1.71877638370989e-53,0.515805197631393,0.432,0.091,4.46022471572716e-49,"0","SLC8A2"
"PDIA3",2.25718245999296e-53,0.700183658795215,0.913,0.541,5.85738848368173e-49,"0","PDIA3"
"SPTSSB",2.94471566848787e-53,0.529396834480694,0.415,0.082,7.64153715972603e-49,"0","SPTSSB"
"SMIM32",3.46452779985012e-53,0.574476157003838,0.437,0.094,8.99044964061106e-49,"0","SMIM32"
"KCNMA1",3.69294343107019e-53,0.767255574033418,0.453,0.109,9.58318820362715e-49,"0","KCNMA1"
"C12orf75",5.72094338151681e-53,0.597176182912663,0.859,0.397,1.48458480750361e-48,"0","C12orf75"
"KCNK3",5.83471767685155e-53,0.579048979041438,0.739,0.291,1.51410923714298e-48,"0","KCNK3"
"SESN2",6.45411599860217e-53,0.677705168037804,0.608,0.208,1.67484310163726e-48,"0","SESN2"
"TMEM236",8.09185647246983e-53,0.638142239598296,0.301,0.035,2.09983675460592e-48,"0","TMEM236"
"PAK3",1.13768484248992e-52,0.635344162674392,0.629,0.207,2.95229216626135e-48,"0","PAK3"
"STMN2",1.94193353362108e-52,0.550735363511138,0.603,0.181,5.0393175197467e-48,"0","STMN2"
"TMED3",2.36581479292094e-52,0.701623453767307,0.885,0.507,6.13928938762984e-48,"0","TMED3"
"TMEM164",6.27155052390588e-52,0.613090047501659,0.437,0.106,1.62746736095358e-47,"0","TMEM164"
"ENPP2",7.16081311390237e-52,0.664851710777974,0.53,0.149,1.85823100305767e-47,"0","ENPP2"
"KIF5C",8.97213014425963e-52,0.537557678032043,0.443,0.101,2.32826777243537e-47,"0","KIF5C"
"COL27A1",1.07475172914953e-51,0.580161644717825,0.54,0.163,2.78898073714304e-47,"0","COL27A1"
"DPM3",1.47924742258898e-51,0.604950381306671,0.692,0.272,3.8386470616184e-47,"0","DPM3"
"HSD17B14",1.90494627322237e-51,0.551693099811548,0.493,0.131,4.94333557901205e-47,"0","HSD17B14"
"ZKSCAN1",1.9487105644504e-51,0.658312572260236,0.8,0.371,5.0569039147488e-47,"0","ZKSCAN1"
"P4HTM",4.6530405533868e-51,0.583064324840352,0.667,0.251,1.20746402360388e-46,"0","P4HTM"
"DEPP1",5.2958296100594e-51,1.01463431042599,0.855,0.491,1.37426778381041e-46,"0","DEPP1"
"PCDH17",1.71492853944156e-50,0.595147058173563,0.503,0.137,4.45023955985084e-46,"0","PCDH17"
"PAX6",3.07836134735897e-50,0.534767141872212,0.793,0.304,7.98834769639653e-46,"0","PAX6"
"CTSZ",3.62813728101151e-50,0.678621249039497,0.725,0.336,9.41501624422488e-46,"0","CTSZ"
"LINC00665",6.22148066041934e-50,0.587984362225957,0.441,0.11,1.61447423137882e-45,"0","LINC00665"
"HEXA",9.0888318041072e-50,0.575879106533866,0.753,0.337,2.35855185316582e-45,"0","HEXA"
"ERO1B",1.02023030320355e-49,0.62188427169443,0.686,0.252,2.64749763681322e-45,"0","ERO1B"
"SYT7",1.82696995432882e-49,0.518396941256144,0.746,0.275,4.74098703148328e-45,"0","SYT7"
"NPAS4",1.89248209729129e-49,0.970951110172372,0.303,0.043,4.91099104247089e-45,"0","NPAS4"
"SERPINA1",4.42450650288271e-49,0.944951239733716,0.918,0.633,1.14815943749806e-44,"0","SERPINA1"
"GADD45G",5.30215076677953e-49,0.846333007311182,0.497,0.143,1.37590812397929e-44,"0","GADD45G"
"CAMK2B",9.00817816913185e-49,0.529829026956475,0.547,0.16,2.33762223488971e-44,"0","CAMK2B"
"ERP29",9.60040101308747e-49,0.601158810200562,0.934,0.556,2.4913040628962e-44,"0","ERP29"
"COX8A",1.20134019591373e-48,0.58612052130447,0.977,0.723,3.11747780839612e-44,"0","COX8A"
"SSTR2",1.31678411990567e-48,0.688733040671589,0.751,0.349,3.41705479115522e-44,"0","SSTR2"
"TECR",1.39234303252656e-48,0.698159357700912,0.723,0.335,3.61313016940642e-44,"0","TECR"
"VKORC1",1.83741025603386e-48,0.680728312281376,0.847,0.459,4.76807961440786e-44,"0","VKORC1"
"KCNH6",3.03671749094774e-48,0.520046989049966,0.441,0.107,7.88028188900939e-44,"0","KCNH6"
"HLA-E",3.42378001719784e-48,0.811025316738483,0.883,0.54,8.88470914462839e-44,"0","HLA-E"
"CYSTM1",4.95685051930156e-48,0.661190133692491,0.96,0.63,1.28630270975876e-43,"0","CYSTM1"
"CD63",5.36283255605236e-48,0.599364786574192,0.997,0.853,1.39165504829559e-43,"0","CD63"
"AL355312.5",9.57378898406457e-48,0.408088270901184,0.406,0.098,2.48439824136475e-43,"0","AL355312.5"
"KIF1A",1.09711303856803e-47,0.551312315695768,0.575,0.193,2.84700833508403e-43,"0","KIF1A"
"IQSEC3",2.35438644337613e-47,0.457964855363176,0.28,0.034,6.10963282056107e-43,"0","IQSEC3"
"MOB1B",2.44611411351941e-47,0.570137614523226,0.415,0.101,6.34766612458287e-43,"0","MOB1B"
"SSX2IP",2.67535838733505e-47,0.522371074077415,0.321,0.053,6.94255501513444e-43,"0","SSX2IP"
"DPP7",3.67798784644853e-47,0.594014851723804,0.678,0.28,9.54437846153394e-43,"0","DPP7"
"FKBP2",4.9375172217791e-47,0.753835763400613,0.819,0.448,1.28128571905168e-42,"0","FKBP2"
"PARM1",5.8571579307556e-47,0.639955011576571,0.608,0.222,1.51993248303108e-42,"0","PARM1"
"SSTR3",6.93285383727073e-47,0.489425419622659,0.399,0.089,1.79907557077175e-42,"0","SSTR3"
"IL6R",8.80424245246059e-47,0.610219413545932,0.361,0.075,2.28470091641352e-42,"0","IL6R"
"B2M",1.04124139675163e-46,0.48492102636438,1,0.929,2.70202142457047e-42,"0","B2M"
"NOVA1",1.95241423202695e-46,0.576305302708543,0.382,0.083,5.06651493210993e-42,"0","NOVA1"
"HMGB3",2.26364988458814e-46,0.761855727954397,0.343,0.068,5.87417145050622e-42,"0","HMGB3"
"QDPR",3.83484288484726e-46,0.393881752954897,0.7,0.265,9.95141728617863e-42,"0","QDPR"
"TP53I13",5.11372121746933e-46,0.579378133644101,0.5,0.163,1.32701065593329e-41,"0","TP53I13"
"TMX4",5.19266337515012e-46,0.518506072377373,0.568,0.193,1.34749614585146e-41,"0","TMX4"
"HPS1",9.84735902153152e-46,0.489624647970214,0.636,0.249,2.55538966608743e-41,"0","HPS1"
"RHBDD2",1.03711624350889e-45,0.587906493371899,0.768,0.355,2.69131665190556e-41,"0","RHBDD2"
"MPC2",1.94074294973468e-45,0.543629359039943,0.641,0.255,5.0362279545615e-41,"0","MPC2"
"ARRDC4",2.20343044888793e-45,0.693844757779214,0.314,0.053,5.71790201486418e-41,"0","ARRDC4"
"P4HA2",2.4140796859086e-45,0.510575805894536,0.568,0.205,6.26453678493282e-41,"0","P4HA2"
"AC092155.1",2.61993928344025e-45,0.559097705537391,0.312,0.051,6.79874244052744e-41,"0","AC092155.1"
"LGI3",3.50051051977781e-45,0.48295238209818,0.263,0.031,9.08382479882342e-41,"0","LGI3"
"KCNK17",3.54814415432565e-45,0.50862359090365,0.314,0.053,9.20743408047508e-41,"0","KCNK17"
"MAN1A1",1.37281080760987e-44,0.645798384507735,0.611,0.243,3.56244404574762e-40,"0","MAN1A1"
"PTP4A3",2.04579017294859e-44,0.736459008814426,0.653,0.268,5.30882549880159e-40,"0","PTP4A3"
"BSCL2",2.26128427716929e-44,0.463776069925546,0.688,0.309,5.86803269925432e-40,"0","BSCL2"
"AC000093.1",7.42342844438891e-44,0.430058306312524,0.476,0.14,1.92637968131892e-39,"0","AC000093.1"
"GPAA1",1.05128258266418e-43,0.57954292029704,0.549,0.208,2.72807830201355e-39,"0","GPAA1"
"C1orf122",1.3141892122119e-43,0.548435484543019,0.821,0.439,3.41032100568987e-39,"0","C1orf122"
"CALY",2.03983360737002e-43,0.765015176260906,0.503,0.16,5.29336821112521e-39,"0","CALY"
"BEX1",3.36743336147559e-43,0.455253235211781,0.882,0.409,8.73848957302915e-39,"0","BEX1"
"EPHX2",6.07707382984904e-43,0.501981230352248,0.423,0.115,1.57700065884583e-38,"0","EPHX2"
"BCAT2",1.31769721005342e-42,0.491567318206469,0.517,0.178,3.41942426008863e-38,"0","BCAT2"
"CACNG4",1.45780471784647e-42,0.461118940358019,0.261,0.034,3.78300324281159e-38,"0","CACNG4"
"PAM",2.39631169957451e-42,0.524342754985331,0.845,0.418,6.21842886039586e-38,"0","PAM"
"TSPAN33",3.58167410551899e-42,0.480951829107689,0.361,0.082,9.29444430382177e-38,"0","TSPAN33"
"FAM131C",5.2911664893817e-42,0.459429517825233,0.408,0.104,1.37305770399455e-37,"0","FAM131C"
"GNAO1",5.66072030831507e-42,0.397100996285726,0.448,0.122,1.46895692000776e-37,"0","GNAO1"
"VWA5B2",8.32800598992759e-42,0.47852624652299,0.389,0.095,2.16111755438621e-37,"0","VWA5B2"
"MAPK8IP2",9.42068276296971e-42,0.410059977882979,0.486,0.147,2.44466717699064e-37,"0","MAPK8IP2"
"PRXL2A",1.06034558561178e-41,0.544143214859202,0.796,0.395,2.75159679466256e-37,"0","PRXL2A"
"G6PC3",1.31523720761984e-41,0.58288560864423,0.571,0.226,3.41304055377348e-37,"0","G6PC3"
"RAB3C",1.67771914759239e-41,0.507707193348887,0.303,0.056,4.35368118800226e-37,"0","RAB3C"
"PODXL2",2.86169974151438e-41,0.461080590290675,0.378,0.092,7.4261108292298e-37,"0","PODXL2"
"ESYT1",3.05470601969165e-41,0.506538023276713,0.641,0.255,7.92696212109984e-37,"0","ESYT1"
"CNNM1",3.91859741935637e-41,0.454800091202876,0.294,0.052,1.01687603032298e-36,"0","CNNM1"
"HNRNPUL2-BSCL2",4.11628964847831e-41,0.447841942311676,0.681,0.312,1.06817716378012e-36,"0","HNRNPUL2-BSCL2"
"IGFBP2",4.38755686572843e-41,0.420495657017695,0.598,0.209,1.13857100665653e-36,"0","IGFBP2"
"SCARB1",8.49829516391642e-41,0.503225183312812,0.368,0.094,2.20530759503631e-36,"0","SCARB1"
"BEX3",1.20252984104203e-40,0.532519850054783,0.89,0.533,3.12056493750406e-36,"0","BEX3"
"ITPK1",1.59626889006444e-40,0.452273431731321,0.599,0.238,4.14231776971723e-36,"0","ITPK1"
"CADPS",1.61184947564123e-40,0.486965063299006,0.446,0.132,4.182749389289e-36,"0","CADPS"
"PSD",1.91522298841896e-40,0.438714484384181,0.57,0.197,4.9700036549472e-36,"0","PSD"
"STX16",2.05987132990408e-40,0.459565589981269,0.524,0.192,5.34536610110108e-36,"0","STX16"
"EGR4",2.84777707164581e-40,0.808691496352983,0.385,0.1,7.38998150092087e-36,"0","EGR4"
"KCNJ3",2.99634559289545e-40,0.517367004692745,0.408,0.116,7.77551681356368e-36,"0","KCNJ3"
"EPHX1",4.0776458299123e-40,0.674065865039789,0.713,0.334,1.05814909286224e-35,"0","EPHX1"
"MBOAT2",7.29498137194535e-40,0.451972308766003,0.336,0.075,1.89304766601982e-35,"0","MBOAT2"
"NOMO1",8.59122529943368e-40,0.627219668669055,0.552,0.229,2.22942296520304e-35,"0","NOMO1"
"CBX6",9.41002791076998e-40,0.560731117671428,0.787,0.414,2.44190224284481e-35,"0","CBX6"
"GRM4",1.00327433553075e-39,0.473237071500288,0.322,0.068,2.60349690070229e-35,"0","GRM4"
"USH1C",1.1573943233906e-39,0.474372374214961,0.462,0.141,3.0034382691986e-35,"0","USH1C"
"CELF3",1.23136121696257e-39,0.350405287723581,0.551,0.186,3.19538235801787e-35,"0","CELF3"
"RAB26",1.69656882984476e-39,0.434134676695008,0.427,0.119,4.40259611344714e-35,"0","RAB26"
"RFX6",3.05911733924847e-39,0.475012574509067,0.34,0.077,7.93840949534979e-35,"0","RFX6"
"BACE1",3.0728493339648e-39,0.489367618116245,0.542,0.204,7.97404402163866e-35,"0","BACE1"
"SLC35F3",4.71487402354193e-39,0.41810216803889,0.265,0.042,1.22350980910913e-34,"0","SLC35F3"
"AC117457.1",8.62156606550511e-39,0.313029961683187,0.334,0.074,2.23729639399858e-34,"0","AC117457.1"
"CNIH2",9.12084898457294e-39,0.366110422782055,0.692,0.268,2.36686031149668e-34,"0","CNIH2"
"RTN1",9.35327370929456e-39,0.447276914292357,0.355,0.084,2.42717452756194e-34,"0","RTN1"
"PDK4",1.24382697311618e-38,1.03067529273073,0.605,0.279,3.22773099523648e-34,"0","PDK4"
"WNT4",1.32918626492745e-38,0.435533451733854,0.592,0.219,3.44923835748673e-34,"0","WNT4"
"GDA",1.86940030310237e-38,0.480955430175011,0.326,0.075,4.85109378655065e-34,"0","GDA"
"DAPK2",1.93756647889497e-38,0.540076424713052,0.477,0.164,5.02798501273246e-34,"0","DAPK2"
"B4GALNT3",2.92579032354179e-38,0.527107645089723,0.343,0.085,7.59242588959093e-34,"0","B4GALNT3"
"SGSM1",3.0876659274281e-38,0.573062355557401,0.401,0.118,8.01249308167591e-34,"0","SGSM1"
"SMPD1",5.98041520785399e-38,0.544712646023018,0.645,0.29,1.55191774643811e-33,"0","SMPD1"
"TSPAN2",7.2060203078851e-38,0.415472801966868,0.293,0.057,1.86996226989618e-33,"0","TSPAN2"
"Z83844.2",7.41994538602928e-38,0.263162150132776,0.42,0.124,1.9254758276746e-33,"0","Z83844.2"
"PDXP",7.41994538602928e-38,0.263162150132776,0.42,0.124,1.9254758276746e-33,"0","PDXP"
"IDS",9.12911533789231e-38,0.460240502522459,0.89,0.545,2.36900543018305e-33,"0","IDS"
"COL9A2",9.20229048887607e-38,0.408632228366426,0.254,0.04,2.38799438186334e-33,"0","COL9A2"
"RNASE4",1.10253007286202e-37,0.444249492083571,0.402,0.122,2.86106553907695e-33,"0","RNASE4"
"RPL21P135",1.33308349905639e-37,0.480850360272914,0.3,0.063,3.45935168005132e-33,"0","RPL21P135"
"SSR4",1.67429622362244e-37,0.542363565461918,0.93,0.625,4.34479870030023e-33,"0","SSR4"
"NEUROD1",1.88868583868366e-37,0.452705796504319,0.789,0.354,4.90113975138409e-33,"0","NEUROD1"
"BUD23",2.06568852371857e-37,0.532129835769579,0.545,0.215,5.36046171904968e-33,"0","BUD23"
"MT-CO2",2.17465914396234e-37,0.349504230796716,1,0.995,5.64324047858227e-33,"0","MT-CO2"
"P3H3",2.34603357860768e-37,0.533380378356759,0.477,0.167,6.08795713648694e-33,"0","P3H3"
"ABHD14A",2.40102833544292e-37,0.439717838015839,0.336,0.082,6.23066853047437e-33,"0","ABHD14A"
